DOC_ID,param_id,xsl_id,pos,description,width,height,section_id,att_id,object_type_id,object_type,object_id,title,att_descr,att_param_id,NAME,EXTENTION,OBJECT_SIZE,changed,actual_width,actual_height,IMG
27,2,0,10,Dokumentbilde,259,337,2,602,27,d,40345289C0DF45A3B10D4EC8282B233A,Julie og sofia.jpg,,2,Julie og sofia.jpg,jpg,708103,6/17/10 13:10,259,337,prod_images/doc_27_2.jpg
28,2,0,10,Dokumentbilde,259,337,2,35,28,d,13758DE687E348C18F2EB2B689AB84AD,omsag Julie er forelsket 30.jpg,,2,omsag Julie er forelsket 30.jpg,jpg,225256,5/6/10 12:19,259,337,prod_images/doc_28_2.jpg
29,2,0,10,Dokumentbilde,259,337,2,53,29,d,9334320E5C0B45BAA014760A0C673D42,Asylsøker.jpg,,2,Asylsøker.jpg,jpg,33547,5/26/10 16:48,259,337,prod_images/doc_29_2.jpg
30,2,0,10,Dokumentbilde,259,337,2,51,30,d,251A5C275E0E4AF28CE8D97BE37A5E77,Serier som vil deg vel.jpg,,2,Serier som vil deg vel.jpg,jpg,83527,5/26/10 16:47,259,337,prod_images/doc_30_2.jpg
31,2,0,10,Dokumentbilde,259,337,2,49,31,d,22CFC85CDF49489D807998083E840E84,Bli kjent.jpg,,2,Bli kjent.jpg,jpg,134463,5/26/10 16:47,259,337,prod_images/doc_31_2.jpg
32,2,0,10,Dokumentbilde,259,337,2,55,32,d,E473C3AA98C641FBA6FCF0098F0F6552,Min far Falo.jpg,,2,Min far Falo.jpg,jpg,126417,2010-05-26 16:49:44.090,259,337,prod_images/doc_32_2.jpg
33,2,0,10,Dokumentbilde,259,337,2,57,33,d,6EC2753FB3CA4C4FBD22F5E38EA3502B,Vis meg hvordan.jpg,,2,Vis meg hvordan.jpg,jpg,121357,5/26/10 16:51,259,337,prod_images/doc_33_2.jpg
34,2,0,10,Dokumentbilde,259,337,2,86,34,d,E31F264E893B443EBCAEE840C576AB87,Velkommen inn.jpg,,2,Velkommen inn.jpg,jpg,142052,5/31/10 11:12,259,337,prod_images/doc_34_2.jpg
35,2,0,10,Dokumentbilde,259,337,2,88,35,d,6E2B3BAD25ED4836B31C2D48190FF4D9,Norske blinkskudd.jpg,,2,Norske blinkskudd.jpg,jpg,118459,5/31/10 11:18,259,337,prod_images/doc_35_2.jpg
37,2,0,10,Dokumentbilde,259,337,2,92,37,d,8A5AE80CD6274C7CA83EFB580B33C41A,Fluefiskernes felthåndbok.jpg,,2,Fluefiskernes felthåndbok.jpg,jpg,142302,5/31/10 11:21,259,337,prod_images/doc_37_2.jpg
38,2,0,10,Dokumentbilde,259,337,2,94,38,d,14DF06E76EC3449EB711E118E8D17A92,Bilen vår.jpg,,2,Bilen vår.jpg,jpg,113453,5/31/10 11:22,259,337,prod_images/doc_38_2.jpg
39,2,0,10,Dokumentbilde,259,337,2,96,39,d,3B5ACC3F8C864EACAD09CE500FECBAE9,Skynd deg å elske.jpg,,2,Skynd deg å elske.jpg,jpg,117542,5/31/10 11:23,259,337,prod_images/doc_39_2.jpg
49,2,0,10,Dokumentbilde,259,337,2,766,49,d,707303D5C8CA4496929A5E26DC28047F,Norske sjøfolk.jpg,,2,Norske sjøfolk.jpg,jpg,93326,6/22/10 9:50,259,337,prod_images/doc_49_2.jpg
50,2,0,10,Dokumentbilde,259,337,2,100,50,d,885ADECB183343B18D53EB57BB3E48E1,God skitur.jpg,,2,God skitur.jpg,jpg,227871,5/31/10 11:28,259,337,prod_images/doc_50_2.jpg
51,2,0,10,Dokumentbilde,259,337,2,103,51,d,E636F996B99E4BA08C9655BFEE099D7B,Den vanvittige.jpg,,2,Den vanvittige.jpg,jpg,97600,5/31/10 11:30,259,337,prod_images/doc_51_2.jpg
52,2,0,10,Dokumentbilde,259,337,2,120,52,d,7CCC68C92DA541DD848FCAE02A4CDF73,Mens Blücher sank.jpg,,2,Mens Blücher sank.jpg,jpg,19603,5/31/10 16:50,259,336,prod_images/doc_52_2.jpg
53,2,0,10,Dokumentbilde,259,337,2,122,53,d,08444E325832487093555E21E68D03BE,Spor snø.jpg,,2,Spor snø.jpg,jpg,40818,5/31/10 16:51,259,337,prod_images/doc_53_2.jpg
54,2,0,10,Dokumentbilde,259,337,2,124,54,d,89D5EAD91F934583AA3C0ED511D5628F,Flammekaster.jpg,,2,Flammekaster.jpg,jpg,144411,5/31/10 16:53,259,337,prod_images/doc_54_2.jpg
55,2,0,10,Dokumentbilde,259,337,2,126,55,d,C1C4D31E2A11472CA27694DD6AF8E456,Tyl.jpg,,2,Tyl.jpg,jpg,114806,5/31/10 16:54,259,337,prod_images/doc_55_2.jpg
56,2,0,10,Dokumentbilde,259,337,2,128,56,d,BF814B33D00E4114A1507882D3B51C7B,Alt det som er.jpg,,2,Alt det som er.jpg,jpg,68882,5/31/10 16:55,259,337,prod_images/doc_56_2.jpg
57,2,0,10,Dokumentbilde,259,337,2,935,57,d,DC322712DC2A4360A571B01207E8CCDB,"levende, vips død, ny.jpg",,2,"levende, vips død, ny.jpg",jpg,379781,6/24/10 11:13,259,337,prod_images/doc_57_2.jpg
58,2,0,10,Dokumentbilde,259,337,2,139,58,d,B4746E2908B24B6A9CA0F6837436575F,Noe som hjelper.jpg,,2,Noe som hjelper.jpg,jpg,64133,6/1/10 11:00,259,337,prod_images/doc_58_2.jpg
59,2,0,10,Dokumentbilde,259,337,2,141,59,d,615030288E7D4ED78F2171797C5737B3,Hva er det med mor.jpg,,2,Hva er det med mor.jpg,jpg,91986,6/1/10 11:02,259,337,prod_images/doc_59_2.jpg
60,2,0,10,Dokumentbilde,259,337,2,149,60,d,AD17C695209F4C938C4060B96041FF17,Du kan ikke svikte din beste venn.jpg,,2,Du kan ikke svikte din beste venn.jpg,jpg,313579,2010-06-01 15:14:05.090,259,337,prod_images/doc_60_2.jpg
61,2,0,10,Dokumentbilde,259,337,2,151,61,d,DC0C72236B7A491F97C4FBE88811515B,BurnOut.jpg,,2,BurnOut.jpg,jpg,179968,6/1/10 15:15,259,337,prod_images/doc_61_2.jpg
62,2,0,10,Dokumentbilde,259,337,2,153,62,d,A1B5A551A7AD48E8B7C3C0F1AA254FBA,Alle forteller meg hvor bra jeg er.jpg,,2,Alle forteller meg hvor bra jeg er.jpg,jpg,25920,6/1/10 15:17,259,337,prod_images/doc_62_2.jpg
63,2,0,10,Dokumentbilde,259,337,2,155,63,d,BB35080C20D54B35A5617A2DD75F34C1,Voksne dikt.jpg,,2,Voksne dikt.jpg,jpg,181357,6/1/10 15:25,259,337,prod_images/doc_63_2.jpg
64,2,0,10,Dokumentbilde,259,337,2,157,64,d,4E92A27C988A42AB8C69FF46645D670D,Shortsen til far min.jpg,,2,Shortsen til far min.jpg,jpg,127834,6/1/10 15:29,259,337,prod_images/doc_64_2.jpg
65,2,0,10,Dokumentbilde,259,337,2,159,65,d,14DC86584A914EE6824B71DBDC832C52,Vekten av snøkrystaller.jpg,,2,Vekten av snøkrystaller.jpg,jpg,8658,6/1/10 15:31,259,336,prod_images/doc_65_2.jpg
66,2,0,10,Dokumentbilde,259,337,2,163,66,d,F781B0014A194AE69308DEEF016DBC64,Hannu Hannu.jpg,,2,Hannu Hannu.jpg,jpg,151709,6/1/10 15:38,259,337,prod_images/doc_66_2.jpg
67,2,0,10,Dokumentbilde,259,337,2,165,67,d,F87934A684274578B319B10A519335DC,Fredlaus.jpg,,2,Fredlaus.jpg,jpg,20193,6/1/10 15:41,259,337,prod_images/doc_67_2.jpg
68,2,0,10,Dokumentbilde,259,337,2,167,68,d,616490A01EFD49348573589035CF7278,Stille dager i Mixing Part.jpg,,2,Stille dager i Mixing Part.jpg,jpg,197642,6/1/10 15:44,259,337,prod_images/doc_68_2.jpg
69,2,0,10,Dokumentbilde,259,337,2,173,69,d,CD310C5185B7447D8991621A1E99BE61,Ungkarsfestivalen.jpg,,2,Ungkarsfestivalen.jpg,jpg,15111,6/1/10 16:05,259,337,prod_images/doc_69_2.jpg
70,2,0,10,Dokumentbilde,259,337,2,175,70,d,5DEDF819F8604A7CB0DC1E52C35E574A,Trist som faen.jpg,,2,Trist som faen.jpg,jpg,235374,6/1/10 16:06,259,337,prod_images/doc_70_2.jpg
72,2,0,10,Dokumentbilde,259,337,2,348,72,d,E9BFAA4061D0492AB78955F847B825DF,Drapet på Aurora Lindkvist.jpg,,2,Drapet på Aurora Lindkvist.jpg,jpg,139399,6/8/10 12:22,259,337,prod_images/doc_72_2.jpg
73,2,0,10,Dokumentbilde,259,337,2,350,73,d,46A369D08FCA4F42A561895786E32666,Postkontoret.jpg,,2,Postkontoret.jpg,jpg,24598,6/8/10 12:24,259,337,prod_images/doc_73_2.jpg
74,2,0,10,Dokumentbilde,259,337,2,352,74,d,1C2D3FD07CAA4B8FA77737F7A5EBE39E,Nasjonaldagen.jpg,,2,Nasjonaldagen.jpg,jpg,57586,6/8/10 12:26,259,337,prod_images/doc_74_2.jpg
75,2,0,10,Dokumentbilde,259,337,2,354,75,d,7CBF00FD8EB14CD78E174261584A0073,Elskede Poona.jpg,,2,Elskede Poona.jpg,jpg,26641,2010-06-08 12:29:39.053,259,336,prod_images/doc_75_2.jpg
76,2,0,10,Dokumentbilde,259,337,2,356,76,d,2A13620F4BAC4A5883539C727F13D843,Bare mjuke pakker under treet.jpg,,2,Bare mjuke pakker under treet.jpg,jpg,147726,6/8/10 12:44,259,337,prod_images/doc_76_2.jpg
77,2,0,10,Dokumentbilde,259,337,2,358,77,d,F3A40FAEC4894E3DA869039F3446E613,Gravenstein.jpg,,2,Gravenstein.jpg,jpg,85536,6/8/10 12:46,259,337,prod_images/doc_77_2.jpg
78,2,0,10,Dokumentbilde,259,337,2,360,78,d,FEEE425610464E5B969F87AE5BB5A7B6,En kassadames betroelser.jpg,,2,En kassadames betroelser.jpg,jpg,140603,2010-06-08 13:01:04.070,259,337,prod_images/doc_78_2.jpg
79,2,0,10,Dokumentbilde,259,337,2,362,79,d,9F53930EB6864FD68CF3332C3A91CB83,ein fin dag.jpg,,2,ein fin dag.jpg,jpg,89221,6/8/10 13:03,259,337,prod_images/doc_79_2.jpg
80,2,0,10,Dokumentbilde,259,337,2,364,80,d,9FA93D38569245A0AF29C5207E526044,Eg elska ho.jpg,,2,Eg elska ho.jpg,jpg,111251,2010-06-08 13:06:38.017,259,337,prod_images/doc_80_2.jpg
81,2,0,10,Dokumentbilde,259,337,2,366,81,d,35B4FABD72DB4F219A8F2068816EC416,Det Nalda sa.jpg,,2,Det Nalda sa.jpg,jpg,96033,6/8/10 13:08,259,337,prod_images/doc_81_2.jpg
82,2,0,10,Dokumentbilde,259,337,2,368,82,d,F825DD278663414B8AA1D20D05C63A77,En rekke avbrutte forsøk.jpg,,2,En rekke avbrutte forsøk.jpg,jpg,224336,6/8/10 13:10,259,337,prod_images/doc_82_2.jpg
83,2,0,10,Dokumentbilde,259,337,2,370,83,d,E1F4323FE46D4757BBB7DFF67C0C9836,Lyden av de andre som bor her.jpg,,2,Lyden av de andre som bor her.jpg,jpg,152927,6/8/10 13:11,259,337,prod_images/doc_83_2.jpg
84,2,0,10,Dokumentbilde,259,337,2,372,84,d,3012A26427BB4FD39FEDB063EC8303F5,Herman.jpg,,2,Herman.jpg,jpg,243420,6/8/10 13:17,259,337,prod_images/doc_84_2.jpg
85,2,0,10,Dokumentbilde,259,337,2,374,85,d,9450F3FFD4B841D29F2DFD332BE14C29,Gutten som ville være en av gutta2.jpg,,2,Gutten som ville være en av gutta2.jpg,jpg,121914,6/8/10 13:20,259,337,prod_images/doc_85_2.jpg
86,2,0,10,Dokumentbilde,259,337,2,376,86,d,4E91D899C28A4BAAA32B03EFFEE5B380,26 november.jpg,,2,26 november.jpg,jpg,265089,6/8/10 13:23,259,337,prod_images/doc_86_2.jpg
87,2,0,10,Dokumentbilde,259,337,2,378,87,d,85547CE8C6C84885B58AE1E4F22D457D,Laika.jpg,,2,Laika.jpg,jpg,112619,6/8/10 13:24,259,337,prod_images/doc_87_2.jpg
88,2,0,10,Dokumentbilde,259,337,2,380,88,d,9DF13CEE11454222A0DCAD99AC8E3DF8,Jeg satte mitt håp til verden.jpg,,2,Jeg satte mitt håp til verden.jpg,jpg,108240,6/8/10 14:09,259,337,prod_images/doc_88_2.jpg
89,2,0,10,Dokumentbilde,259,337,2,382,89,d,0F512662F47F4BE1B7703E1F96B22BEB,Alltid beredt til å dø for mitt barn.jpg,,2,Alltid beredt til å dø for mitt barn.jpg,jpg,126756,6/8/10 14:10,259,337,prod_images/doc_89_2.jpg
90,2,0,10,Dokumentbilde,259,337,2,384,90,d,4EEFFE9691BC4CCCB9C5DDBA7064BB0D,Forside_Mailmmi_jalumus_manna_HR.jpg,,2,Forside_Mailmmi_jalumus_manna_HR.jpg,jpg,499604,6/8/10 14:13,259,337,prod_images/doc_90_2.jpg
91,2,0,10,Dokumentbilde,259,337,2,402,91,d,45996F5E20884334B66FE6EDE25F948D,Bilder_av_folk_CMYK.jpg,,2,Bilder_av_folk_CMYK.jpg,jpg,2340858,6/8/10 15:37,259,337,prod_images/doc_91_2.jpg
92,2,0,10,Dokumentbilde,259,337,2,770,92,d,1901D6CED55F4F069ADEF85C280291E9,Hiv mannskjiten.jpg,,2,Hiv mannskjiten.jpg,jpg,111266,6/22/10 9:55,259,337,prod_images/doc_92_2.jpg
93,2,0,10,Dokumentbilde,259,337,2,386,93,d,61D24D6A8FB240D6B93EBE44F5F96978,Han vet om noe hun ....jpg,,2,Han vet om noe hun ....jpg,jpg,134328,6/8/10 15:11,259,337,prod_images/doc_93_2.jpg
94,2,0,10,Dokumentbilde,259,337,2,956,94,d,236252CAFECA4A15A89DD8E080AB67B9,"pakkis, ny.jpg",,2,"pakkis, ny.jpg",jpg,567926,6/24/10 12:53,259,337,prod_images/doc_94_2.jpg
95,2,0,10,Dokumentbilde,259,337,2,390,95,d,5C32F65185C2401FB53F5DDFCD9C2958,Den merkelige hendelsen.jpg,,2,Den merkelige hendelsen.jpg,jpg,172727,2010-06-08 15:14:50.053,259,337,prod_images/doc_95_2.jpg
96,2,0,10,Dokumentbilde,259,337,2,392,96,d,2522F4D1A3D24A6C9323CA460CCA43CB,ABC i integrering.jpg,,2,ABC i integrering.jpg,jpg,106265,6/8/10 15:17,259,337,prod_images/doc_96_2.jpg
97,2,0,10,Dokumentbilde,259,337,2,394,97,d,CEFE9858B73F46A9B59109F7290B858E,Sa mor.jpg,,2,Sa mor.jpg,jpg,59215,6/8/10 15:20,259,337,prod_images/doc_97_2.jpg
98,2,0,10,Dokumentbilde,259,337,2,396,98,d,BC95415E528C4E92B404C2242C3389EE,Charter.jpg,,2,Charter.jpg,jpg,154838,6/8/10 15:31,259,337,prod_images/doc_98_2.jpg
99,2,0,10,Dokumentbilde,259,337,2,398,99,d,9A7A558D4F314095B8FA26BB6F8A529A,Blåveis.jpg,,2,Blåveis.jpg,jpg,90785,6/8/10 15:32,259,337,prod_images/doc_99_2.jpg
100,2,0,10,Dokumentbilde,259,337,2,400,100,d,38C200B0422647798E18DCF034A4327F,NMT-sangboka.jpg,,2,NMT-sangboka.jpg,jpg,128478,6/8/10 15:35,259,337,prod_images/doc_100_2.jpg
101,2,0,10,Dokumentbilde,259,337,2,405,101,d,066C6D98D0014A07B544CBCE4D33CDB2,På vegne av venner.jpg,,2,På vegne av venner.jpg,jpg,142987,6/8/10 15:40,259,337,prod_images/doc_101_2.jpg
102,2,0,10,Dokumentbilde,259,337,2,870,102,d,1E9F80A434FA482C9A9B5A56E84D9089,"fortellingen om Aung San, ny.jpg",,2,"fortellingen om Aung San, ny.jpg",jpg,1047920,6/23/10 11:24,259,337,prod_images/doc_102_2.jpg
103,2,0,10,Dokumentbilde,259,337,2,873,103,d,3B9D61987EE645518F962AA47810B97C,"fortellingen om Liverpool, ny.jpg",,2,"fortellingen om Liverpool, ny.jpg",jpg,1142479,6/23/10 11:26,259,337,prod_images/doc_103_2.jpg
104,2,0,10,Dokumentbilde,259,337,2,1554,104,d,792C3B42F4BA41F59FECB4B580B08982,Bliss forside.jpg,,2,Bliss forside.jpg,jpg,1227804,9/30/11 9:04,259,337,prod_images/doc_104_2.jpg
105,2,0,10,Dokumentbilde,259,337,2,413,105,d,882488B5EC31406DA11141D3AB60CF97,kryssild.jpg,,2,kryssild.jpg,jpg,127433,6/8/10 15:59,259,337,prod_images/doc_105_2.jpg
